,text,class_id,website
5891,"Domenico DeMarco has been making pizzas at Brooklyn’s famous Di Fara Pizza since 1965.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Get to Know a New York City Pizza Legend | The New Yorker",0,The New Yorker
5892,"SUBSCRIBE TO OUR CHANNEL!

Support our work with tax deductible donation: https://www.projectveritas.com/donate

Sign up to get our emails: https://confirmsubscription.com/h/j/EC8A17570A033FCC

Follow us on social media:

Project Veritas 
Facebook: https://www.facebook.com/ProjectVeritas
Twitter: https://www.twitter.com/Project_Veritas
Instagram: https://www.instagram.com/project_veritas/

James O'Keefe
Facebook: https://www.facebook.com/JamesOKeefeAuthor
Twitter: https://www.twitter.com/jamesokeefeiii
Instagram: https://www.instagram.com/jamesokeefeiii/",1,Project Veritas
5893,,0,Daily Kos
5894,"In a few battleground states all across the nation, the President’s team continues to fight to ensure a fair counting of the remaining ballots. One America’s Chanel Rion has more from Washington.

Visit us at:

Tired of censorship from other social media platforms? Join us on Free Talk
Free Talk is OANs new social platform.
Users can post, chat and connect with other members.
It allows Free Speech at home, on the go and anywhere in the world, No SHADOWBANNING!
https://freetalk.app

Website: https://www.oann.com
Facebook: 
https://www.facebook.com/OneAmericaNewsNetwork
Twitter: https://twitter.com/OANN
Instagram:
https://www.instagram.com/one_america_news_

KlowdTV:
Watch OAN Live on KlowdTV subscription prices start at $4.99 /mo
https://klowdtv.com",1,One America News Network
5895,"Chinese authorities have instigated health barcodes that use three different colors to identify a person’s health risk level. Red indicates a person who is confirmed or suspected to be infected with the CCP virus. Yellow indicates a person who has come into contact with a confirmed or suspected patient. Green indicates a person who has never been infected and has no contact history with potential virus carriers.
 
Many people who are holding the green barcode feel happy about this identification system, thinking it is equivalent to a certificate of health. However, a Chinese woman realized that this system makes civilians more vulnerable to China’s inhumane epidemic control measures.
#CCPvirus #Wuhan #Coronavirus
------------------
SUBSCRIBE OUR CHANNEL TODAY: 
🔔https://bit.ly/EpochSubs

Follow us on Facebook:
https://www.facebook.com/epochtimes/

WATCH MORE ON YOUTUBE
🔵 [Exclusive investigative report] The first documentary movie on the origin of CCP virus
👉 https://bit.ly/OriginOfCCPVirus

🔵Chinese Officials Tell Peasants to Take Political Responsibility| CCP Virus | COVID-19 | Coronavirus
👉 https://bit.ly/2VOWywr

🔵EU and UK alert to key technologies unfairly acquired by the CCP|CCP Virus|COVID-19|Coronavirus
👉 https://bit.ly/2yQITMe

------------------
Get the latest updates as well as exclusive reporting and first-hand videos about the CCP virus from The Epoch Times website.
▶️ https://www.theepochtimes.com/ccp-virus
------------------
SUBSCRIBE TO THE EPOCH TIMES
Print subscription (delivery inside the U.S only):
https://theepochtimes.f2vr2q.net/q9Bob",1,The Epoch Times
5896,"SUBSCRIBE TO THE PODCAST HERE: https://ricochet.com/series/federalist-radio-hour/

On today's episode of Federalist Radio Hour, Spencer Klavan, host of the Young Heretics podcast, joins Culture Editor Emily Jashinsky for a conversation focused on the philosophy of the modern left, from Nietzsche to Foucault to Darwin. Klavan also contextualizes this moment of cultural anxiety from a historical perspective, and discusses how unprecedented technology is influencing our politics and culture. 

Subscribe to Young Heretics here: https://podcasts.apple.com/us/podcast/young-heretics/id1513602173

*****

The Federalist is a conservatarian web magazine focused on culture, politics, and religion. Be lovers of freedom and anxious for the fray. 

*****

CLICK here to subscribe to our channel: https://www.youtube.com/thefederalist1776

READ The Federalist: http://thefederalist.com

LISTEN to The Federalist Radio Hour: https://thefederalist.com/tag/federalist-radio-hour/

SUBSCRIBE to our newsletters: https://newsletters.thefederalist.com

FOLLOW The Federalist on Twitter: https://twitter.com/FDRLST

FOLLOW The Federalist on Instagram: https://www.instagram.com/fdrlst/

FOLLOW The Federalist on Facebook: https://www.facebook.com/fdrlst

SHOP our online store for t-shirts, stickers, and more: https://fdrlst.myshopify.com",1,The Federalist
5897,"http://www.rightwingwatch.org/content/robertson-tells-father-love-his-gay-son-through-ex-gay-conversion
Pat Robertson's advice to a man with a gay son: make him straight!",0,RWW Blog
5898,"In a recent interview with #TheRoot, Kamala Harris reflects on her political past, including some of her most controversial moments as California's Attorney General.
Subscribe to The Root: https://goo.gl/QMOjBE
 
Visit us at: http://www.theroot.com/
Like us at: https://www.facebook.com/TheRoot
Follow us at: https://twitter.com/theroot
View us: http://instagram.com/the.root
 
Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Jezebel:  https://goo.gl/XNsnCJ
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY",0,The Root
5899,"Annette Kirk, wife of the late conservative intellectual icon Russell Kirk, delivers remarks, along with New York Times columnist Ross Douthat, who was presented with an award named after Kirk's seminal work, ""A Conservative Mind,"" published in 1953. 

The award was given at The American Conservative's annual gala, May 9, in Washington.

Please check out The American Conservative everyday for fresh, challenging thinking on news, views and politics: ""ideas over ideology, principles over party."" 

https://www.theamericanconservative.com/",1,The American Conservative
5900,"Federalist Senior Editor interviews Daniel Turner of Power the Future. 

https://thefederalist.com/2021/02/18/basic-math-shows-wind-energy-failures-contributed-to-texas-deadly-power-loss/

*****

The Federalist is a conservatarian web magazine focused on culture, politics, and religion. Be lovers of freedom and anxious for the fray. 

*****

CLICK here to subscribe to our channel: https://www.youtube.com/thefederalist1776

READ The Federalist: http://thefederalist.com

LISTEN to The Federalist Radio Hour: https://thefederalist.com/tag/federalist-radio-hour/

SUBSCRIBE to our newsletters: https://newsletters.thefederalist.com

FOLLOW The Federalist on Twitter: https://twitter.com/FDRLST

FOLLOW The Federalist on Instagram: https://www.instagram.com/fdrlst/

FOLLOW The Federalist on Facebook: https://www.facebook.com/fdrlst

SHOP our online store for t-shirts, stickers, and more: https://fdrlst.myshopify.com",1,The Federalist
5901,"Amy Coney Barrett went viral during the confirmation hearing for a moment when Senator John Cornyn asked her to hold up the notes she had for the confirmation hearing. WATCH Amy Coney Barrett reveal how does deals with her haters: https://www.youtube.com/watch?v=eUXzGMqURN0

► Subscribe to BlazeTV YouTube! https://bit.ly/2KJHuwu

► Join BlazeTV! https://get.blazetv.com/

► Sign up for our NEWSLETTER: https://theblaze.com/newsletters

Connect with us on Social Media: 
http://twitter.com/BlazeTV
http://instagram.com/TheBlazeTV
http://facebook.com/BlazeMedia",1,BlazeTV
5902,"LIKE & SUBSCRIBE for new videos everyday. http://bit.ly/2QA8RbN

Rep. Tusli Gabbard challenges Senator Kamala Harris, making the California Democrat stumble at the Detroit debate. Ben Shapiro discusses why this is the end of the Harris 2020 campaign.

Watch the full episode here: http://bit.ly/2ZoUtGX

Watch full episodes of The Ben Shapiro Show here: http://bit.ly/2K2Wsvq

To watch the full show live, become a Daily Wire premium subscriber; comes with your own Leftist Tears Tumbler: https://www.dailywire.com/subscribe""",1,The Daily Wire
5903,Survival stories from three former prisoners who were detained in a Chinese “reëducation” camp.,0,The New Yorker
5904,"Kamala Harris' ego and demeanor in the VP Debate was very off-putting ESPECIALLY in contrast to the humility and calmness of Vice President Mike Pence, says Bill O'Reilly.

""Anyone who says she won that debate last night is not being honest with you.""",1,The First
5905,"Jezebel writer Ellie Shechet shares a summer spent in Israel with her Jewish youth group and all the ""drama, drama, drama"" that ensued as written by her sassy 16-year-old self.",0,Jezebel
5906,"Non-monogamous couples speak candidly about the challenges and rewards of their lifestyle. Read more: https://www.theatlantic.com/video/index/556988/open-relationship-nonmonogamy

""Polyhedric Love"" was directed by Maria Rosa Badia. It is part of The Atlantic Selects, an online showcase of short documentaries from independent creators, curated by The Atlantic.

Subscribe to The Atlantic on YouTube: http://bit.ly/subAtlanticYT",0,The Atlantic
5907,"Lt. Gen. Keith Kellogg reams former National Security Adviser John Bolton

*****

CLICK here to subscribe to our channel: https://www.youtube.com/thefederalist1776

READ The Federalist: http://thefederalist.com

LISTEN to The Federalist Radio Hour: https://thefederalist.com/tag/federalist-radio-hour/

SUBSCRIBE to our newsletters: https://newsletters.thefederalist.com

FOLLOW The Federalist on Twitter: https://twitter.com/FDRLST

FOLLOW The Federalist on Instagram: https://www.instagram.com/fdrlst/

FOLLOW The Federalist on Facebook: https://www.facebook.com/fdrlst

SHOP our online store for t-shirts, stickers, and more: https://fdrlst.myshopify.com",1,The Federalist
5908,"The United States is no longer a majority white, Christian country, and that is already beginning to have profound social and political implications. At 45 percent of the population, white Christians are a shrinking demographic—and the backlash from many members of the group against the increasing diversification of America has been swift and bitter. “People fight like that when they are losing a sense of place, a sense of belonging, and a sense of the country that they understand and love,” says Robert P. Jones, the author of 'The End of White Christian America,' in this animated interview. “How do they reengage in public life when they can’t be the majority?”

Subscribe to The Atlantic on YouTube: http://bit.ly/subAtlanticYT",0,The Atlantic
5909,"On assignment, we sometimes find out about remarkable things we didn't even know existed. That's what happened to Scott Thuman and crew on a recent trip to Trinidad and Tobago. They came across an amazing natural wonder.. that you may have encountered yourself without even knowing it!
---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
5910,"Mary H.K. Choi on snacks, asian identity, and zeitgeisting",0,Jezebel
5911,"Volunteers from a German nonprofit risk the waves of the Mediterranean to pluck refugees from sinking rafts, which had set out from Libya, in the middle of the night.

Directed & Produced by Skye Fitzgerald and Bryn Mooser

""Lifeboat"" was nominated for an 2019 Academy Award nomination in the category of Documentary Short Subject.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Lifeboat | 2019 Oscar Nominee | The Screening Room | The New Yorker",0,The New Yorker
5912,,1,Breitbart News
5913,"MRCTV's Dan Joseph asks George Mason students what they would think if they saw Ahmed's suitcase clock.

Subscribe to MRCTV's YouTube channel: https://www.youtube.com/channel/UCpugeZUO4F8H7YC_H_EDirA/?sub_confirmation=1
Visit MRCTV's website: https://www.mrctv.org/
Find MRCTV on Facebook: https://www.facebook.com/mrctv
Follow MRCTV on Twitter: https://twitter.com/mrctv",1,MRCTV
5914,,1,WorldNetDaily
5915,,0,Daily Kos
5916,"SUBSCRIBE TO OUR CHANNEL!

Support our work with tax deductible donation: https://www.projectveritas.com/donate

Sign up to get our emails: https://confirmsubscription.com/h/j/EC8A17570A033FCC

Follow us on social media:

Project Veritas 
Facebook: https://www.facebook.com/ProjectVeritas
Twitter: https://www.twitter.com/Project_Veritas
Instagram: https://www.instagram.com/project_veritas/

James O'Keefe
Facebook: https://www.facebook.com/JamesOKeefeAuthor
Twitter: https://www.twitter.com/jamesokeefeiii
Instagram: https://www.instagram.com/jamesokeefeiii/",1,Project Veritas
5917,"Hanukkah contains one of the most amazingly detailed revelations of the end times – Jonathan Cahn opens up the endtime mysteries of Hanukkah, with stunning detail on what is yet to come – and what is already happening right now before our eyes!

Most people are somewhat familiar with the Hanukkah story as related in the Book of Maccabees, an extrabiblical history of Israeli rebellion against a Greek tyrant who desecrated the Temple. They know the story of the lighting of the menorah and the miracle of the oil that burned beyond any reasonable expectation. But even Bible scholars and Christians knowledgeable about the Hebrew Roots of their faith don't know about the ancient endtime mystery revealed in the story of Hanukkah.

Jonathan Cahn is the author of ""The Harbinger,"" the No. 1 bestselling Christian book in America in 2012 – a book that stayed on the New York Times bestseller list longer than any other title. He's also the inspiration for ""The Isaiah 9:10 Judgment,"" the No. 1 faith movie of 2012. Now, in partnership with WND Films which produced ""The Isaiah 9:10 Judgment,"" he is releasing some of his finest teachings, delivered at conferences and at his own New Jersey congregation, the Beth Israel Worship Center in Wayne, N.J. If you liked ""The Harbinger"" and ""The Isaiah 9:10 Judgment,"" you will love the rich and abundant biblical teachings of messianic rabbi Jonathan Cahn.",1,WorldNetDaily
5918,"President Trump announced at the White House on Thursday that the man who murdered LeGend Taliferro, a four-year-old boy who Trump named an anti-crime operation after, has been caught.",1,Breitbart News
5919,"The comedian Jerry Seinfeld sits down with David Remnick to discuss his creative process, working with Larry David, and revealing his talents to his parents.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Jerry Seinfeld on Coming Out as Funny to His Parents | The New Yorker Festival",0,The New Yorker
5920,"WAR ROOM, In Theaters August 28, 2015

Visit our website: http://www.wnd.com/
Like us on Facebook: https://www.facebook.com/pages/WNDTV/294590057337142?fref=ts",1,WorldNetDaily
5921,"America’s Fastest-Growing Newspaper is Now Available on Any Device: 🔵  http://ept.ms/EpochNews
Get real news other media outlets don't report.  ⭕️https://bit.ly/EpochNewspaper

Huang Wanli (1911-2001), a renowned Chinese hydraulic engineer known for his strong opposition of the Three Gorges Dam project, pointed out that the biggest design flaw of the dam is its inability in flood control.
 
In a recent interview with NTD TV, Huang’s son Huang Guanhong said if both the upstream Chongqing City and the downstream Wuhan face the risk of flooding in summer, the authorities will have to choose between sacrificing Chongqing or Wuhan. In other words, there is no way both cities can be saved.

Chongqing issued a red flood alert on June 22, and Wuhan issued a red alert on July 15. China will likely face the worst scenario this year—both cities are badly inundated. 

#CCP #Flood #China #ThreeGorgesDam

Sign the Petition to Investigate, Condemn, and Reject the Chinese Communist Party👉 https://rejectccp.com

------------------
SUBSCRIBE OUR CHANNEL TODAY: 
🔔https://bit.ly/EpochSubs

WATCH MORE ON YOUTUBE
🔵[Exclusive investigative report] The first documentary movie on the origin of CCP virus
👉https://bit.ly/OriginOfVirus

🔵[Special Report] Manipulating America: The Chinese Communist Playbook
👉 https://bit.ly/ManipulatingAmerica

🔵New Documentary Exposing ‘the CCP Method’ | Three-step Method
👉https://bit.ly/TheCCPMethod

🔵Special Report Exploring the Pandemic’s Wall Street Connection
👉https://bit.ly/PandemicWallStreet

🔵 Investigative Report: The Coverup of the Century
👉 https://bit.ly/CoverupOfCentury

------------------
Get the latest updates as well as exclusive reporting and first-hand videos about the CCP virus from The Epoch Times website.
▶️ https://www.theepochtimes.com/coronavirus
------------------
SUBSCRIBE TO THE EPOCH TIMES
Print subscription (delivery inside the U.S only):
https://theepochtimes.f2vr2q.net/q9Bob",1,The Epoch Times
5922,"http://www.rightwingwatch.org/content/pat-robertson-fifty-shades-of-grey
Televangelist Pat Robertson takes on ""Fifty Shades of Grey""",0,RWW Blog
5923,"NYC Mayor Bill de Blasio said he would sue President Trump for intervening in the city's crime surge. Meanwhile, New Yorkers have expressed their fear and concern in light of this recent policy announcement.



Visit us at:

Website: https://www.oann.com

Facebook: https://www.facebook.com/OneAmericaNewsNetwork

Twitter: https://twitter.com/OANN",1,One America News Network
5924,"A Project Veritas undercover investigation has revealed a senior network security engineer at Twitter suggesting that his company turns over the private communications and deleted tweets of President Donald Trump to the Department of Justice. If true, it is yet unknown whether Twitter is voluntarily disclosing this sensitive information or acting under a court order. Twitter is currently in the midst of defending itself from left-leaning criticism that President Trump hasn’t been removed from the enormous media platform for violations of Twitter’s Terms of Service.

Mr. O’Keefe has just completed a book about this series entitled ""AMERICAN PRAVDA: My fight for Truth in the Era of Fake News."" The book will be released by St. Martin’s Press on January 16, 2018.

Pre-order the book: http://www.americanpravdabook.com

Donate: http://projectveritas.com/donate
Website: http://projectveritas.com/
Facebook: https://www.facebook.com/ProjectVeritas
Twitter: https://twitter.com/Project_Veritas

***UPDATE***
At 2:42, we incorrectly stated the meeting occurred on January 3, 2017. The meeting actually occurred on January 3, 2018.",1,Project Veritas
5925,"Jeep's Springsteen Super Bowl ad comes back to bite them after they learn of his DUI arrest in November, Bill O'Reilly reports.

""So Jeep pays Springsteen an enormous amount of money, alienates half the country, and now has to pull the ad. Oh boy, somebody should get fired!""",1,The First
5926,"Donate: https://www.projectveritas.com/donate

Get emails: https://confirmsubscription.com/h/j/EC8A17570A033FCC

Follow:
Telegram: https://t.me/project_veritas
FB: https://www.facebook.com/ProjectVeritas
IG: https://www.instagram.com/project_veritas/
Telegram: https://t.me/JamesOKeefeIII
Twitter: https://www.twitter.com/jamesokeefeiii
IG: https://www.instagram.com/jamesokeefeiii/

Mission Statement
Investigate & expose corruption, dishonesty, self-dealing, waste, fraud, and other misconduct in both public and private institutions in order to achieve a more ethical & transparent society.

Core Values
MORAL COURAGE - Courage is the virtue that sustains all others. We choose to overcome our fears.

WE ARE ALL LEADERS - Turning people into leaders. Completed staff work. Ownership.

COLLABORATION - Best not to work in silos. No one individual is as smart as all of us.

RESILIENCE - Persistence and determination alone are omnipotent. Never, ever, ever give up. We don't let mistakes or setbacks discourage us. Pursue perfection, knowing full well you will never attain it.

MISSION DRIVEN - The best people are motivated by purpose. We are passionate and truly believe in our cause. We must be externally focused, not internally focused.

MAKE THE STATUS QUO DO THE IMPOSSIBLE - We move mountains. Failure is not an option. We do whatever it takes.

THE TIP OF THE SPEAR - We are a loss leader. We do not shy away from conflict or litigation.

Ethical Values
Rule #1 – Truth is paramount. Our reporting is fact based with clear and irrefutable video and audio content.  Truth is paramount. We never deceive our audience. We do not distort the facts or the context. We do not “selectively edit.”

Rule #2 – We do not break the law. We maintain one-party consent when recording someone is inherently moral and ethical. We never record when there is zero-party consent. In areas where we are required to have consent from all parties, we seek legal guidance regarding the expectation of privacy’s impact on our right to record.

Rule #3 – We adhere to the 1st Amendment rights of others. During our investigations we do not disrupt the peace. We do not infringe on the 1st Amendment rights of others.

Rule #4 – The Zekman Test. The undercover investigations we pursue are judged by us to be of “vital public interest” and “profound importance.” The Zekman Test is our baseline. Undercover investigative reporting is necessary because, “...there’s no other way to get the story...” Whereas the Society of Professional Journalists allows for undercover techniques, if undercover techniques are necessary to expose issues of vital public importance; we believe they are not only allowed but required.

Rule #5 – We Protect the Innocent When Possible - Embarrassing private details are not to be investigated. We stay away from irrelevant embarrassingly intimate details about private citizens personal lives. We look for individual wrong-doing and judge its public importance. The irrelevant religious or sexual dispositions of our targets are not to be investigated.

Rule #6 – Transparency. Our methods & tactics must be reasonable and defensible. We use the “Twelve Jurors on Our Shoulder” rule. The work has to be done with such a degree of integrity that it can withstand scrutiny in both law & ethics. We are comfortable with transparency. We must be willing to be ready to disclose our methods upon publication.

Rule #7 – Verifying and Corroborate Stories – Evaluate impact on third parties and Newsworthiness of Statements Alone.We consistently consider the probable truth or falsity of statements, examine any reasons to doubt the veracity of underlying assertions and whether the assertions are newsworthy. When possible, we will confirm with our subjects that their statements captured on video are accurate & truthful. At the very least, we will give our subjects an opportunity to elaborate and/or respond. In all matters, we rely on the 1st Amendment to protect our ability to publish newsworthy items after our internal deliberations. On whether there is an obligation to ensure the veracity of statements made on video, 1.) consider whether the remarks may potentially impact an innocent third party. (Factors in support of releasing the content) and 2.)The Newsworthiness of the statement alone by itself. (Factors against releasing the content).

Rule #8 – Raw Video. In certain circumstances we may release the “raw” video to the press and or the public.  But as a rule, we do not.

Rule #9 – Subject Anonymity. We investigate & question sources before promising anonymity. Once we confirm, we will do everything in our power to protect the identity of our confidential sources.

Rule #10 – Being Accountable. Admit mistakes & correct them promptly.

Rule #11 – We do not manufacture content. We do not put words in our investigative subjects' mouths. We do not lead the horse to water. Our purpose is to elicit truth.

Rule #12 – With Great Power comes Great Responsibility.",1,Project Veritas
5927,"http://www.rightwingwatch.org/content/john-hagee-god-will-hold-you-accountable-not-voting-donald-trump

Right Wing Watch reports on the extreme rhetoric and activities of key right-wing figures and organizations by showing their views in their own words. In this video, John Hagee not-so-subtly asserts that God will hold people accountable for failing to vote for Donald Trump.",0,RWW Blog
5928,"John Fund, National Affairs columnist for National Review magazine and expert on voter fraud and the American election process; also the co-author of the book, Who's Counting?

On the day of Accuracy in Media's Obamanation a Day of Truth conference, He gave a speech titled ""Let's make it Easy to Vote and Hard to Cheat; We Can Do Both"" discussed the troubling problem of voter fraud.

"" I believe we should honor the dead, I do not believe we should have representation without respiration""",1,Accuracy in Media
5929,"Packing it in?? That's the 'swamp' for you, says Greg Kelly. - via Greg Kelly Reports, weekdays at 7PM ET on Newsmax TV

Watch Newsmax TV on Directv 349, Xfinity 1115, Dish 216, Spectrum (see channels), Cox, Optimum, U-Verse 1120, FiOS 615, Suddenlink, CenturyLink 1209, Mediacom 277, Fubo, Sling, WOW!, Armstrong, YouTube live stream, or the Newsmax smartphone APP. Find your cable/streaming provider here: http://nws.mx/tv

Stay up-to-date at https://www.newsmax.com/

Like Newsmax on Facebook: https://www.facebook.com/newsmax/

Follow Newsmax on Twitter: https://twitter.com/newsmax

Follow Newsmax on Instagram: https://www.instagram.com/newsmax/",1,Newsmax TV
5930,"READ MORE: http://thepoliticalinsider.com/paul-ryan-mark-meadows-speaker-house/

Hey's it is Friday and we are taking your questions below and answering them the best way we know how. Thanks for supporting our FB channel!

Follow us - https://www.facebook.com/ThePoliticalInsider/",1,The Political Insider
5931,"Try a month of The Epoch Times for only $1. Get real news other media outlets don't report. Nonpartisan and truthful reporting on US News. ⭕️https://bit.ly/EpochNewspaper

00:30 100+ Countries Demand Investigation Into CCP Virus Origin

05:38 CIA Believes CCP Pressured WHO Into Delaying Pandemic Warning

11:00 Taiwan Not Invite to Assembly Despite Success in Preventing Virus Spread

13:56 Secretary of State Pompeo Congratulates President Tsai on Inauguration 

16:44 USAID’s Bonnie Glick: How the WHO and China Approached the Pandemic
watch here: https://www.youtube.com/watch?v=_7okwaCoCGM&t=76s

20:27 Charts: CCP Virus Numbers

20:56 Sign the Petition: ccpvirustruth.com

#CCPvirus #Wuhan #Coronavirus#COVID19

Sign the Petition to Investigate, Condemn, and Reject the Chinese Communist Party
▶️https://ccpvirustruth.com

------------------
SUBSCRIBE OUR CHANNEL TODAY: 
🔔https://bit.ly/EpochSubs

Follow us on Facebook:
https://www.facebook.com/epochtimes/

American Thought Leaders - The Epoch Times: https:/bit.ly/3dPDzrM

WATCH MORE ON YOUTUBE
🔵 [Exclusive investigative report] The first documentary movie on the origin of C.C.P. virus
👉 https://bit.ly/OriginOfVirus

🔵Chinese Human Rights Lawyers Still Braving Tyranny Under Chinese Regim
👉 https://bit.ly/3ga7vkh

🔵 Chinese in Russia, Nepal and Kenya Plead to the CCP for Help
👉 https://bit.ly/2Zqm8ds

------------------
Get the latest updates as well as exclusive reporting and first-hand videos about the CCP virus from The Epoch Times website.
▶️ https://www.theepochtimes.com/coronavirus
------------------
SUBSCRIBE TO THE EPOCH TIMES
Print subscription (delivery inside the U.S only):
https://theepochtimes.f2vr2q.net/q9Bob",1,The Epoch Times
5932,"CJ Pearson Challenges Greta Thunberg To Climate Debate After She’s Named Time’s Person of the Year

Read the whole story here: https://thepoliticalinsider.com/cj-pearsons-challenges-greta-thunberg-to-climate-debate-after-shes-named-times-person-of-the-year/

For more stories like this one visit: https://thepoliticalinsider.com

Facebook - @PoliticalInsider
Twitter - @TPInsider
Instagram - thepoliticalinsiderdc",1,The Political Insider
5933,"Fox has a sordid history of race-baiting -- and Megyn Kelly is no different, from her New Black Panther scandalmongering to her claim Santa and Jesus were white. http://mm4a.org/1bKNiL7",0,mediamatters4america
5934,"Read the story here: http://www.campusreform.org/?ID=9116
-----------------------------------------------------------------------------------------------------------

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
5935,"Read the article: https://www.campusreform.org/?ID=11551

Campus Reform Correspondent Josiah Tejada recently asked University of Oregon students their thoughts on Thanksgiving, and the schools ""Thanks But No Thanksgiving"" event. 

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
5936,"PolitiChicks.com began as a 2012 weekly web series with an evolving/changing variety of anchors.  They covered politics and current events, meant to inspire, inform and entertain. It's the Conservative answer to 'The View'.  Today it is a respected go-to website in New Media, led by owners Ann-Marie Murrell and Morgan Brittany.  Follow PolitiChicks.com daily

Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Shop:
www.politichicks.com",1,PolitiChicks
5937,"Federalist staff writer Bre Payton joins ""Fox & Friends"" to discuss Donald Trump's tweeting habit and how the media needs to kick their habit of liberal bias or risk becoming irrelevant.",1,The Federalist
5938,"A son makes a surprising discovery on his elderly parents’ answering machine after his father’s passing.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


A Couple’s Final Words to Each Other Accidentally Recorded | The New Yorker Documentary",0,The New Yorker
5939,"What does it take to build a world-class French restaurant? What if the staff is almost entirely men and women just out of prison? What if most have never cooked or served before, and have barely two months to learn their trade? 

""Knife Skills"" follows the hectic launch of Edwins restaurant in Cleveland. These men and women all have something to prove, and all struggle to launch new lives, an endeavor as pressured and perilous as the ambitious restaurant launch of which they are a part.

""Knife Skills"" was nominated for an Academy Award nomination in the category of Documentary Short Subject.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Knife Skills | 2018 Oscar Nominee | The Screening Room | The New Yorker",0,The New Yorker
5940,Minneapolis police stood down as rioters burned and looted businesses. Armed citizens picked up the slack.,1,The First
5941,"""Animals"" threatened & intimidated members of two GOP members of the Michigan election board until they agreed to certify election results, says Bill O'Reilly.

""They're attacked viciously by these animals... they have no decorum, they're smearing these people for their honest assessment.""",1,The First
5942,"Rapper Killer Mike is the creator of Netflix's 'Trigger Warning.' He stopped by the Root to discuss the new series and his thoughts on Big Boi performing at the Super Bowl, NRA comments and more.
Subscribe to The Root: https://goo.gl/QMOjBE
 
Visit us at: http://www.theroot.com/
Like us at: https://www.facebook.com/TheRoot
Follow us at: https://twitter.com/theroot
View us: http://instagram.com/the.root
 
Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Jezebel:  https://goo.gl/XNsnCJ
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY",0,The Root
