,index,text,class_id,website,author
2081558,346645,"Biden will answer one question coherently, and media lapdogs will focus on that one question. Meanwhile, Laura, 2016 called and wants its election analysis back",1,The First,Mac Attack
1865383,438652,"Obama didn’t unite everyone, in any way, he put more people on welfare, deported the most people of any president, gave nuclear power to Iran, defunded the military heavily, and had poor economic policies and bad foreign communications",1,Campus Reform,Owen Sabastro
1278993,1820640,"The older sister is wiser than me and I’m already 25.
When she says she misses her mom and dad while doing farm work, when her siblings don’t listen to her and when teacher scolds her for not knowing an answer, that kinda hurt me.
Also, it’s very apparent that the parents have been away from them for quite some time because the son is too shy to even talk to his father. 

We take so many things for granted while some are dreaming of it.",0,The Atlantic,neelam pokhrel
160540,2174999,"I think she maced them because of envy. She saw a couple having something she never had, happiness.",1,The Daily Wire,Martis Endrell
700191,681867,I think he was on his way to the shower room at the YMCA,1,Project Veritas,Em Can
1765472,1634218,Koolpal Dolp yeah ok keep telling yourself that. If it makes you feel better..  everyone can see right through you.  Just like trump constantly repeating how intelligent he is.  The only one he is trying to convince is himself.,1,BlazeTV,JOE HUNT
989277,1213237,"Jared Kushner, and to a lesser degree, Ivanka Trump.",1,Newsmax TV,Raymond7779
1832792,1423520,HAPPY BIRTHDAY TO YOU THANK YOU FOR ALL YOU DO..TRUMP 2020🙌,1,Fox News,Robyn Evans
293958,712143,"Mr. Zucker, can you give us a question? Can you give us a question?",1,Project Veritas,Jimmy B
2105497,1783409,I've always wondered what racist Christians believe heaven will be like  🤔,0,The Root,Tawana Jackson
2054134,1540532,Thank you South Park for bringing me here 👏👏👏,1,WorldNetDaily,Gus April
305876,2223001,"How does that not make sense? All this man is saying is that because there is no current explanation, it must be HIS god who did it. Religious people have been using this theory since the ideas of a god first came around. If you don't understand something, just say God did it and stop trying to understand. The problem with this is that many, many times things have been understood later on in earths life by someone who has the ability to think. Gravity, Earths age, Origin of the moon -",0,RWW Blog,F uck you google
363726,1531247,"This isn't like what I used to hear from that actor.  He's right, we suffer from lack of civics ed.  Big props to Dreyfuss.  Tucker was also properly stunned.  Good gut call, Tucker.",1,Fox News,Juan Czearrough
1405504,593643,"@Justin _ 
Yup, had a dead body in the trunk of her rental car, was seen going to a known trap house under investigation, and seen leaving known trap house with a package. The owner of the trap house was seen going to and from her residence. She also had $7,000 in cash at her residence to bail out her former boyfriend in jail. Then her current boyfriend used her as a shield in the hallway, because they found brain matter in the hallway, and on the boyfriend...
That EMT?",1,Right Side Broadcasting Network,Joe Schlotthauer
468684,1027885,LOL - Red pills for patriots and lead pills for the traitors.,1,CBN News,GTW
996750,316924,"Get ready for 4 years of the witches on The View fawning over how wonderful, graceful, intelligent, beautiful and presidential Kamala Harris is.",1,The First,Windell McSpindell
761532,1253329,after over 50 cases being thrown out I'm not thinking it's the courts,1,Newsmax TV,Bob Sellers
1557921,169763,Well said. But we all know that Old Bernie doesn't have a kites chance in a bath tub of ever becoming POTUS. Nap time buddy.,1,One America News Network,Gerard Guitarist
817153,140431,"How pathetic that the slimeball Soros has such power, even over the seemingly last “bastion” of “conservative, fair and balanced” media outlets. Sad.",1,One America News Network,MonsterMetalManiac
1502024,1728538,"Praise the LORD JESUS for your love thank you LORD JESUS FOR THE PARENTS AND GRAND PSRENTS WHO.PRAY WITHOUT CEASING 
People of THE MOST HIGH GOD ALMIGHTY THAT LIGHT WAS JESUS IN THE LIFE OF THAT FAMILY",1,BlazeTV,Veronica Ashby
1183445,352187,lol Bill never paid a dime himself Fox did lol. And those were defamation settlements basically because the accusers couldn't prove shit in court but if they went public with their bogus claims it would have had an impact on his show's ratings and pressured advertisers to withdraw their ad buys. The Murdochs basically cut their losses because it is cheaper settling then losing ad revenue that likely would go beyond just Bill's show. Waste money I call it business.,1,The First,Sam195
1465093,449527,"America was founded based on individual rights.  There is no mention of race in the Declaration of Independence.  Remember these words ""ALL MEN ARE CREATED EQUAL""    all men have inalienable rights.",1,Campus Reform,ORagnar
1375637,713673,Holy shit this man is brave. Give him a coat. He just ruined his career and forfeited his life. Thank you. These are the sacrifices heroes must make.,1,Project Veritas,MrTaint
967790,2091674,"Save Black on Black Life's 👍 👍 👍
🇺🇲🇺🇲🇺🇲👍👍👍👉",1,The Daily Wire,You can't handle the truth
745740,1076207,And WHO owns most of the major media outlets???,1,MRCTV,J F
1042071,264598,I hate the drums that play after each caption,0,The New Yorker,The Real Dorise
859330,97935,60 billion dollars for illegal immigrants.... I wonder why we got 65000 homless veterans on the street.... and that's not including at least a hundred thousand if not more homeless Americans,1,One America News Network,wjfjr73
166693,1325686,"@W534 FE05 I'm already way beyond ""there"". I'm just trying to help others broaden their horizons.",1,Newsmax TV,HAL 9000
621005,1036327,“The fullness of the gentiles” is how God calls it!,1,CBN News,JR Allen
1871799,441352,We all knew her New Yawkers were fruit loops that make Kommiefornians look like Rhodes Scholars.,1,Campus Reform,Anon Mouse
1428049,1132729,If we can't agree that this is wrong then honestly I'm losing faith in humanity,0,Daily Kos,Rev5
1490445,749062,the website doesnt load for me... any one else?,1,Project Veritas,markw265
2136996,1362372,@Alex Thelion this right here has to be the saddest comment iv seen in a while,1,Fox News,pro leaguer
308664,1827181,I mean in highschool I'm gonna get 45 minutes lunch but currently it's only 20 minutes. It's the only break I get.,0,The Atlantic,Kpop_fan
2137574,1415876,Biden knew he would be an impotent figure head and deemed incompetent paving the way for a Harris presidency. That will be when the fit hits the shan.,1,Fox News,Robert Salvi
86269,1018110,"Put army down their. They wanta learn bulldozers dump trucks motor graders, etc. Build brick drone schools down there for army. 2 & 1/2 years, nothing.",1,CBN News,Pushyhog
1832017,1263690,The GA Oversight Committee is holding a hearing: garbage in and garbage out.,1,Newsmax TV,Lucky
1757729,1696987,Thank you Vernon Jones for speaking up!  So proud of you!,1,BlazeTV,Theresa Morgan
1801473,979638,Phil and Miss Kay were a good looking young couple I've never seen that photo,1,CBN News,Burny Chaplin
2038308,327208,"The weird part about all this is NFL , NBA and college sports are the places where team owners still have power like slave owners and trade people. 
How about cleaning up the sport first?",1,The First,rahulbosebose1
580082,1406068,"You idiot! No one ""needs"" a billion dollars, while others starve. I'm not the government, but I'm here to tell you that it's wrong for the government to decide that a brain was  ""more than YOU need"".",1,Fox News,Steve Carrigan
623462,2081933,Stop saying he should go home! Let him debate Trump please🤣,1,The Daily Wire,Michael Guerrero
12105,374575,"Props to the lady with the sunglasses who was like ""that doesn't seem like something trump would do"" lol",1,Campus Reform,Ernesto Cuen Gil
177323,995824,This old man has gone senile. Somebody take away his TV camera and put him in a facility. He needs to be playing bingo and waiting for the weather report to come on even though he's not going anywhere like all other people his age. He has no business broadcast his dementia.,1,CBN News,Andile Gumede
2049642,251142,You show photos of Louis C.K. and Al Franken alongside photos of Kevin Spacey and Bill Cosby - they’re nowhere close to the same..,0,The New Yorker,MJW238
1802951,249837,Which senator actually reads the bills they vote on,0,The New Yorker,MATTHEW LITVAK
1102229,733511,“Tucker Carlson DESTROYS Jack Dorsey on his Fox News soap box.” The irony would be kinda funny if everything wasn’t fucked up.,1,Project Veritas,Alpha Mom
1893820,1990966,I would love to hear him react to 365 days,1,The Daily Wire,Madame Xaela
709099,379868,"I'm hurt, as a college student and a supporter of The Trump lol this got me laugh and proud of who i supported but at the same time feel bad about these students. It's sad...",1,Campus Reform,auot ukun
475323,1922571,"Damn, America has the worst mental health and education what else is new",0,The Atlantic,Danny from Kokomo
1064634,1610276,"@Matt Berg  Im a libertarian. I realise my dream is an ideal but this left vs right war wont end if we combat it the same way.

its the definition of insanity to do the same thing over and over and expect different results.

look at jesus. he turned the whole jewish perspective upside down and combated evil with tact and love.


just saying a new strategy doesnt hurt",1,BlazeTV,RedPilled Trooper
1361136,1254538,"They are in it up to the eyeballs as well, unfortunately.",1,Newsmax TV,Strong Mom
2007934,967389,"Great jokes on Clay ""College player who didn't even know there is a NBA team in Oakland"", Lol",1,CBN News,Daric Xu
1047016,1479090,"DJT Acquitted...🍿🍿
Now...Let's stop the steal.!
Mike Lindell 👉 documentary 
       🔥Absolute Proof 🔥
         🍿 On Rumble  🍿",1,Fox News,Robert Barreres
232732,638660,"Legend Furong Because we are on a great threat from domestic radical socialism and evil regime. Dems are so crazy and evil to hide the agenda behind empty sleep joe. Bernie has passion fir what he believes, and that’s why Trump must win this time to save our country",1,Right Side Broadcasting Network,Yunjie Hong
1163935,1144345,Disgusting she said he said Mexicans are racist. Not what he said at all,0,Daily Kos,waam
589076,206576,"Where is the proof that western countries are bring back pharmacutcial manufacture?
I'd like them to",1,The Epoch Times,DigNap15
446727,860088,"Quote ""All that is needed for evil to triumph, is for good men to do nothing""",1,Breitbart News,tony davis
1070903,876653,Muse Dub = Mindless dribble from an idiot.,1,Breitbart News,Mel Rose
546055,185382,"Goddamn the levels of makeup used here are fucking scary. We definitely know that it's all Maybelline here, no question on if she was born with it",1,One America News Network,Alarming Twitch
248420,1440924,@C S only an individual with a lacking IQ would answer that openly. Let’s just wait and see what happens and see if any calls to actions are made by either side,1,Fox News,Joseph Drost
1361581,2211200,"Unfortunately, it seems likely that Pat will still be alive when ectogenesis becomes available. If there's one thing that never dies out, it's bullshit.",0,RWW Blog,blizzard762
137403,1864997,"One word....GREED. 

""There is no greater misfortune than greed""

- Lao Tzu",0,The Atlantic,ManufacturedReality
1854959,884057,"Nope.. Never seen it before. As an immigrant myself, I've been through 6 president and never had I seen such love and support and also hate at the same time for any sitting president. It wasn't like this in 2016..",1,Breitbart News,Mari443Garrett1
1443548,464643,This makes me sad for our future... these idiots are so closed minded.  Here I thought that college was supposed to be open up your mind...guess the joke on me.  Im sorry for my generation guys... this is embarrassing.,1,Campus Reform,Pittsburgh B3nny
1318356,345553,The first ten amendments can't be taken away.  They are etched in stone.,1,The First,don semo
417256,698140,@Austin doesn't matter who she was working for,1,Project Veritas,Carrie A
1257746,286737,"Actually, Link, the 'so you guys aren't drinking tonight?' one was the best of all of them.",0,The New Yorker,kinkyplunk
2141630,1430896,How I love your courage and intelligent ways of steering issues to light up a dark matter into a light one. Keep on madam. God is with you always for your righteous acts.,1,Fox News,Leticia Purugganan Mizuta
379882,1625168,"Honestly, I watch in awe time after time as President Trump remains calm and level head whenever he answers the very rude, unprofessional,  uneducated, clueless, pathetic, sorry bunch of worthless ‘reporters’.  
Big time time props to our President! 🇺🇸🇺🇸🇺🇸",1,BlazeTV,Mona Lucy
2236443,175829,This is an EPIC commercial!!  So many of us unsubscribed from FOX and came over here!,1,One America News Network,Jessica Lee
54751,1933878,"@4gl2u 

No one is stealing. Your argument makes no sense, since i've told you countless of times this is a system in which you can get refunds, not free treatments or free healthcare. ",0,mediamatters4america,SSTTEEAALLTTHH
1034593,1417648,"Nah, we hate him too.  He is undoubtedly doing everything criminal, oops!  I mean wrong.",1,Fox News,Jane Millington
336765,2074061,Man Dr Phil hitting the internet hard recently,1,The Daily Wire,Sebastian
2193805,1076529,"I thought this guy was liberal. Maybe he is, but he speaks truth more then he speaks liberal. I consider myself conservative, yet I listen to what he says.",1,MRCTV,Sheetbender
2069118,437007,The founders are millionaires now and own mansions,1,Campus Reform,1zzy L
2017559,383325,This is why the media needs to stop censoring content on platforms. 95% of these kids are informed by fb...cnn...msmbc....twitter... Ect. And they believe every word.,1,Campus Reform,Gary Hagger
1383975,1528179,"Or at least, no one survived to tell the tale!",1,Fox News,Ace of Spades
739531,194512,Feel sad for chinese people .....this govt has fucked up everything.....heart goes out to common people 💔💔💔💔💔,1,The Epoch Times,Esha Mohindru
1635423,347341,"Hey Bill , i have a Wallet size card of the US Constitution . And a funny thing is contained within it . Its called the ""1st Amendment"" . And it may be a foreign object to a Leftest ? But it Guarantees my Free Speech . So why do we a Free Speech Movement that charges 25 Bucks a year ?",1,The First,Dave Brewer
1839799,264269,had not a thing to do with the bridge scandal,0,The New Yorker,soth1 sol
1560961,2103486,She's obnoxious. I think she's going for sarcastic but epically failing.,1,The Daily Wire,Shelly Coffey
191803,1644432,"I'm liking this new gal - she is smart and tough, Soy boys beware.",1,BlazeTV,Broken Spokes
1115105,455491,There needs to be a Rich Dad Poor Dad book giveaway at all these campuses.,1,Campus Reform,Justin M
838861,216471,Trump single appearance = 🔼🔼🔼🔼 VOTES 💯 💯 💯,1,The Epoch Times,Living My Life
1591691,1591739,"If Democrats actually had any shame this dude would be embarrassed. I know that I would be if I was shown up that badly.
The more I hear from ACB the more impressed I am.",1,BlazeTV,The Artist Formally Known As Shitlord
1274002,1198979,@S R catch 22 as the proof is in the audit,1,Newsmax TV,adamski
1988065,1474984,"Hey Fabulous Five,  Please read this.  I know Juan probably won't care but I have a question for you.  No former president has ever tested the amendment's legal restrictions or meaning by running for the vice presidency. with the way things are going for Biden, Could Obama try and end run and challenge the amendment so that if Biden wins and then is put out to pasture Obama could then step in to run the country again.  I'd love your thoughts on this question.",1,Fox News,Tamara J Vineyard
1212686,2148231,"I used to live in the US way back in the '90s. 30 years later I found out that the ""n"" word is a word you shouldn't use. I was in shock because when I was there, Everyone! used it. Whites, Blacks, Latinos, Chinese. Everyone! and no one was offended by it. I recently watched a video in which Robin Williams called Richard Pryor the ""n"" word. Was RW racist? Did RP get offended? Frustrating...",1,The Daily Wire,Music AfterOldAge
1979572,1026026,@Shelley Ross I'm not talking.  I'm laughing.  At you!  Thanks for the amusement.  Keep it up.  It's great entertainment,1,CBN News,Sheila TT
1253785,397707,"They can’t lead anything. They are confused, timid and have no common sense.",1,Campus Reform,Murali N
267991,265897,Exactly why I don't give to homeless people on the corner. I plan to step up my giving game to local charities though where I know the money will get used properly,0,The New Yorker,Dustin Nelson
1756099,408485,Listening to these college kids speak makes me cringe so bad.  The fact that this is what universities are creating for the country is sickening and disturbing.,1,Campus Reform,Wayne
650618,2021935,@Arthur Morgan don't tell me what tense I  should use.  Butthole.,1,The Daily Wire,Daniel Grossberg
1254892,1507573,"Asking questions and answering them himself, then arguing childishly. That’s reporting? No wonder he gets the answers he does.",1,Fox News,D M D
1704417,1111638,"Europe must to close door and building wall😠😠😠 this refugees NOT""POOR PEOPLE""!!!",1,MRCTV,EMA debak
984012,1266811,"That's rich, talking about trust and her husband is neck deep treason and criminal activity",1,Newsmax TV,Scott
116512,488113,"Don,t worry they are slamming Trump right now for economic situation that the virus has us in. Give him no credit when goes up, give him all the blame when it goes down.",1,Campus Reform,Gerald Holtzclaw
1148017,1192402,Where's the FBI? Every person in that room should be investigated and interrogated immediately.,1,Newsmax TV,Wally B
1183072,1196339,Pulled the plug on Fox the evening of the election.  Only a Liberal-run outfit would deliberately place their company in the toilet.,1,Newsmax TV,202 50
1271276,786778,"Election will not be secured on these issues - it has to be the bigger items - the 400,000 vote items - that’s where it’s at",1,Project Veritas,Truth Hunter
1148400,1816240,"As a granddaughter of 2vets, i will gladly take a knee.",0,The Root,Susan Hepler
1856796,1618426,Hats off to this woman for doing the impossible with grace and class. I would be I'm jail after 2 min if that was me lmao.,1,BlazeTV,Snarly
716571,1873138,"बेटा लोगो कभी तो मान लो भारत को
कब तक झुठलाओगे
बेटा . पापा हैं तुम्हारे
🙏🙏🙏🙏",0,The Atlantic,Ramesh Singj
1281227,176125,"Today is Veterans Day.  I salute all Veterans and THANK YOU for your service!  You fought and died for our freedoms and rights and there has never been a time when this has been more important than right NOW.  Therefore, we must stand in solidarity with those who are marching on Washington DC this Saturday Nov. 14th at noon.  I pray that there will be at least a million strong, but I HOPE it will be MUCH MORE!  Now, we all know, realistically, that 80+ million people cannot physically be there, BUT, we CAN unite as one all over this great nation at the same time where ever we are!  No matter where you live, in the small cities, in the big cities, small towns, large towns, villages, countryside, farms, mountains, beaches, where ever you are, we can march!!!  On Saturday the 14th at noon, let us show the world we are UNITED for FREEDOM, LIBERTY, THE CONSTITUTION, LIFE, FAITH, LAW AND ORDER, JUSTICE and everything that makes this the Greatest Country on the planet!  You don't have to say a word, but get the word out!  Arrive on foot, in your car, in your truck, on your bike, using your cane, walker, or wheelchair!  If you are physically blind, deaf, it doesn't matter, you only have to SHOW UP!!  We will NEVER bow to communism, socialism or any other country's  way of life!   THIS IS AMERICA, LAND OF THE FREE AND HOME OF THE BRAVE!  We are silent NO LONGER!!!!!!!!  Get the word out to everyone you can.  The MSM will never cover this, so we have to make sure we get the word out ourselves!   It will be a beautiful sight, people!  This is one of the most important things you will ever do in your lifetime, so DO IT!   Not just for US, but for ALL future generations!  They will know that WE did this for THEM!!!!!!  We will FIGHT and We will NEVER GIVE UP!!!   GOD BLESS YOU AND GOD BLESS THE UNITED STATES OF AMERICA!!!",1,One America News Network,Lorie L.
1829953,1746488,"President Trump...”We have wonderful shattering news tonight... China says they purposefully killed many of their people and the virus got out and all Arab nations agreed to be friends with Israel because I brokered a deal with him they would all like to be friends...Are there any questions?”

Reporters.....”Did you purposefully lie about how much ketch-up you put on your hamburgers?” Next day New York post headlines...Trump lies cause tomato producers havoc”",1,BlazeTV,Euux-jtgy
1094787,752859,"Yes I agree, this was excellent reporting.",1,Project Veritas,takethepowerback83
592256,1464958,Notice how Jim breathes heavily when Kayleigh touched a nerve lol,1,Fox News,Ngo Ngoc Canh
1481771,1820820,"@Manifica Carter because school has so much work . we cant just break it to sections because schools have rules students cant just do what they want. 2nd, students have to eat because thats their fuel, dont leave kids in hunger. thats so wrong.",0,The Atlantic,exiieliaa
722913,970312,There are more with us than are with them ....,1,CBN News,Stephanie Defreitas
422043,766480,Exactly... I still can’t believe there wasn’t an investigation of that video footage/polling place at least. Pretty damn obvious what those criminals we’re doing,1,Project Veritas,Jason Keller
2159596,642296,They don’t stand up when the President enters the room???,1,Right Side Broadcasting Network,LM KC
584582,1408826,people need to sue big tech and corporate media. this was an attempted coup and they assisted. outrageous.,1,Fox News,Hel's Garden
132636,2098058,"priscilla esstrada unless we're talking gender. In that case, dna most certainly determines what we are.",1,The Daily Wire,ROTAXD
2230034,1952576,"Apparently our Billy has ""evolve"" on gay marriage. ",0,mediamatters4america,Tuzo Anime
1196308,1221258,These treasonous cheaters need to be prosecuted,1,Newsmax TV,nordogvids
847427,527758,PUT US MARSHALLS AND TEXAS RANGERS JUST TO TAKE THEM AWAY BY EXECUTIVE ORDER. THAT'S IT.,1,Right Side Broadcasting Network,tom perez
1869603,2134788,Not everyone debates like these four gentlemen.,1,The Daily Wire,Jose Rodriguez
2152107,309971,"All he is doing, is reading what the dems hand him..",1,The First,Aleana Goodman
2002934,1897891,The Moynihan Report of 1965 predicted a crime wave based on this trend.,0,The Atlantic,William Heimiller
195170,1538202,Mick D      Thank you Australia. Good luck to you. I think you have a good man in Mr. Morrison. 👍,1,Fox News,Marlene Rodulfa
1029672,2018785,Dandy Chiggens because of people like this we can’t have nice things,1,The Daily Wire,Bennett Michaels
1655777,912468,I wish the WH would do that to those fake journalist all the time to show them how to do their job and stop bending the knee and protecting their leftist bosses.,1,Breitbart News,patrick smith
421955,373769,"My only thought on this is that I have the same water bottle as that guy.
1:53",1,Campus Reform,Cameron Taylor
1615171,1340069,@ann nguyen I believe you are mistaken. Slow down and comprehend,1,Newsmax TV,rottman88
2041501,226120,"That’s beautiful, the best thing that happened in the world.",1,The Epoch Times,LadIslaw Etorma
182411,1772806,In other words they wasnt aligned with the left narrative.  It's that simple,1,BlazeTV,Soulfinder Gaming
141961,1919965,"@Loveflying ""keeping and spending our money how we see fit"" doesn't exactly apply in the US. I hope you realize that insurance companies, pharmaceutical companies, automobile companies, lobbyists, etc influence how we spend our money. Medical insurance companies and pharmaceutical companies have made healthcare so expansive that so many people end up in medical debt. These people don't have any other option if they want medical care. Automobile industries have lobbied for cars and highways that our public transit system is AWFUL . We would have the freedom to spend money as we see fit if we all have the option of public healthcare vs. private healthcare like Australia. It would be freedom if I had the option to take a train to work rather than spend 40 mins each way in traffic.",0,The Atlantic,Vaishnavi Sathiyamoorthy
684112,1088337,"@Sedrick I didn't know there was a batwoman in the theater I meant movie . When did it came out ? I love Wonder Woman movie and cartoons and yes anything super powers , super superhero.",1,MRCTV,Richard Scaggs
250378,2224352,The fact that she knew them well enough to just rattle them off with no hesitation is pretty telling,0,RWW Blog,Grimnir Brokenhaft
1952944,1330100,@Time Bandito What was morally right ....WAS done with the acquittal.  Keep up,1,Newsmax TV,Mj Murph
456976,481010,"I literally don't see what is so troubling about the post. It is the most vanilla, PR-sounding organization description.",1,Campus Reform,xaeviermusic
61054,79064,"Only it's not is it , it's very difficult to do, carries a federal prison sentence of 10 years ,if caught, all for 1 vote.???",1,One America News Network,Justthefacts Maam
607713,1566152,10:41 The psyche of the modern woman in a nutshell!,1,The Daily Signal,Major Ray
888640,1522139,Obama had 4 quarters throughout his tenure that were 4.4+ and even 5.something.,1,Fox News,Tslav TV
134373,1798900,Why is it so hard just to call women- WOMEN? Y’all acting like white people that wanna say the N word.,0,The Root,A T
2199192,1001344,Your relationship with God is what’s important. The world might be getting colder but we need to be keep our lamps burning.,1,CBN News,Robert Gainz
128777,2230846,"Robertson is the archetypal example of the self-important ""Patriarch"" who believes he can comment intelligently on anything.  To his mind his role is to ""lead"" (e.g. that he should be in control).  Since he ""speaks for god"" he can never be wrong and everyone should place all their faith in what he says.

Or, put another way, he believes himself to effectively be God's surrogate here on Earth.

And, a fellow who believes that can justify anything, including speaking out of his butt like here!",0,RWW Blog,Ranillon
1798286,1863830,They could let us know a bit more about the former though having covered the latter.,0,The Atlantic,Eric Me
338053,705875,"rlc2020, I hear he is getting a promotion",1,Project Veritas,Lo-Fi Lurch
1056165,931372,Another lame fat joke. Can you guys at least be original?,1,Breitbart News,Andrew Ibbotson
158045,1368406,What happened to not negotiating with terrorists.,1,Fox News,Para Dox
494524,1612394,"some of  us are cringing , after all , he is the leader of what was until Jan 20th this year , the most powerful nation on Earth",1,BlazeTV,David Green
584384,1736383,Hey bado people with ak's are waiting for people like you to come down there driveways,1,BlazeTV,Robert Lennon
1875716,1190141,"@Annie Scott ... You also boycotted education pretty hard. Now you're poorly educated and find yourself in a cult. Funny how a Hollywood Democrat from New York who had the Clintons at his wedding turned you poorly educated sacks into zombie cult drones. That is why he loves the poorly educated, you are very easy to manipulate. Your comment is proof of that. Enjoy the loss loser.",1,Newsmax TV,James Ram
965215,2143443,Both ben and Candice are both a beautiful disgrace. They bring tears to my eyes. So damn american,1,The Daily Wire,francoanthoney1993
728555,159974,"@Bill Ford 
Where and how can you prove this statement? You can't, and Trump will win 2020. More and More DemonRats waking up and coming over behind Trump.
This is why the DemonRats want open borders, because they are desperate for votes",1,One America News Network,Jeannie K
105691,298730,But do the people have to undergo violence to maintain democracy? I guess so. That is how we got it in the first place.,0,The New Yorker,Madeleine Leblanc
1104404,1844637,wow very nice I love these treehouse they are beautiful,0,The Atlantic,Adoloson Leadon
1887689,100304,"Yeah?! Socialism at it's finest. Just keep bringing in Muslims, how's that working for u?",1,One America News Network,Linda Edwards
320696,1253107,"AH yes, it has a lovely ring to it, doesn't it?",1,Newsmax TV,Lorie L.
130197,1844267,@O K I should reword. Messengers who actively and consciously manipulate should be shot. But if the amount of messengers doing that is fucking absurdly high I guess I am calling for an extinction event.,0,The Atlantic,You-fools
184757,657213,@Sam Valentine type in a n t i f a . C o m to see who is really lying,1,Project Veritas,Cynthia Deal
764495,1502591,What happens when the Fed's don't feel like being arrested by local cop's?,1,Fox News,johnny rocket
712297,248974,Meghan ed Harry.....avete già provveduto ad abbassare l'attenzione dei media sulla nascita vdi vostro figlio???so che avete dei vestiti e una vistosa sala parto da pagare....ma non è manipolando le popolazioni mondiali che raggiungerete Dio....😈👽😇☠️💀🌎parola MIA,0,The New Yorker,patricia de barros
32483,474848,@mahadevovnl she's not scary because she will never make any impact in politics or be elected for anything. She will be forgotten within a couple years and working as a CNN journalist or something,1,Campus Reform,zooknut kr
733416,1057188,Lord Jesus Christ have mercy on us and all human race. God bless you always brother  and your family.,1,CBN News,diego Cred
505412,671158,This is outrageous! We have to stop giving people the opportunity to break the law! Where are the Free Will Police when you need them?,1,Project Veritas,Micah Snead
696524,1203221,The woman doesn't have a clue -- just like her boss.,1,Newsmax TV,em l
493987,416463,"Sad part is, if they'd just listen to his speeches and do a little research, they'd find this stuff out for themselves. Even if you aren't crazy about his personality, you don't have to hang out with him, he just needs to do good for our country.",1,Campus Reform,not a feminist conservative
1143613,1538444,wont lie...i like pence...i know he's playin second fiddle to charlie daniels ..but goddang he's playin that fiddle hot himself,1,Fox News,jackie thompson
1531221,24461,Finally real news from the people! Thank God,1,One America News Network,Ehem Guhder
1227751,522810,"This is explosive!
My thoughts at this point are: the Democrats must have known that the response from Trump would have been a lawsuit and investigation like this, given that their (democrats) fraud efforts were so blatant.  They must have realised that all of this would become public knowledge at some point - so how do they expect to counter this? What's their next move here?",1,Right Side Broadcasting Network,norepetitivebeats
517162,2112261,"When I was younger my ultimate dream was to become an officer and protect the community. I'm 19 and about to choose my own path in life, but I don't want to choose one where I'm hated by everyone.",1,The Daily Wire,Claes Fjellstrom
793194,448919,"Can't support his achievements...
...because there aren't any.
Nobody likes him...
...not even his VP pick
(I wanted to call her ""names"" but didn't)",1,Campus Reform,mrsparex
794366,1317913,"These people over the last 3 years made America a laughing stock of the world. Russian hoax, impeachment hoax, media lies etc.",1,Newsmax TV,G BALA
995395,1591784,To the feminists out there: Would this be an excellent example of mansplaining? Why or why not?,1,BlazeTV,Audiojunkie 64
1511407,892892,RHEC Bear yeah I agree that it’s likely China.,1,Breitbart News,Ebros
1524799,374248,That was stupid... we watched them make fools of themselves but we only get one reaction!??!,1,Campus Reform,Rough Woof
1785430,899099,"Always hear the bad that is going on in the Country....but this is the GOOD!!! God Bless President Trump....""he couldn't go to a Rally so the Rally came to HIM""!!!!",1,Breitbart News,Louise Gatti
1157474,483926,They were ALWAYS the thing they hate.  They are simply too ignorant and indoctrinated to understand it.,1,Campus Reform,Altair Prime
729854,351987,"Scott Tilden The shortened season for 2020 has led to less advertising and TV revenue. The loss of ticket sales alone, due to no fans being allowed at the games is estimated to cost each team nearly $2 million on average per game. 

Source : https://ca.sports.yahoo.com/news/how-the-coronavirus-outbreak-could-impact-the-nbas-salary-cap-for-the-2020-21-season-173523022.html

People go to games for the experience, not just watch the game. Like I said once Covid goes away , revenue will go up. Ticket sales AND more advertisements in all the different stadiums.",1,The First,JpacB77
2086509,1717510,MAJOR CLUE... OFFICAL BALLOTS HAD A SECERET WATERMARK!!!,1,BlazeTV,E Staffen
1242322,123662,"And my wife wanted to visit Seattle because she heard it was a ""cool place to visit""...lol I think we will stick to Southern cities..well maybe not Atlanta...",1,One America News Network,j b
326578,1455194,"@George Bowling it's actually really funny that ur saying I'm having temper tantrums when I've been calmly explaining every one of my points. Meanwhile you're over here calling people brain washed idiots. The point you're making has been debated all throughout history, so I don't see a point in debating it further. I do believe people should be held accountable for all their actions, good or bad. As they say, the ends do not justify the means. Slavery was considered wrong by some even back when it was legal. The enslavement of human beings has always been absolutely wrong, there is no getting around that. People don't get a pass just because it was a ""different time"". Hold them accountable.",1,Fox News,Vivian Cao
1043964,818003,I dont think him and i would get along but he is doing great work. Stand strong James.,1,Project Veritas,Spikes
1909853,734068,I've already been suspended from twitter.,1,Project Veritas,Derek Clark
1001930,1307771,"I'm staying home... There's a pandemic. If I wasn't married I would go but my wife's health is more important, be careful out there.",1,Newsmax TV,Mr Ray
83100,733759,"AMONG THE MANY THAT SEE THEMSELVES AS (GOD'S), THEY NEED TO BE REMINDED , THEY ARE  ""GOD'S"".    WE REALIZE THAT IS HARD FOR THEM TO DIGEST, HOWEVER, IT IS TRUE.  SO ""THEY"" NEED TO DO WHAT IS BEST FOR THEMSELVES AND THEIR FAMILY'S AND LEAVE THE REST OF US TO OURSELVES, ALONG WITH OUR FAMILY'S.  THIS IS STILL AMERICA AT THIS TIME, NOT CHINA YET.......  THANK YOU TUCKER FOR ALL OF YOUR REAL REPORTING!!!!!!!",1,Project Veritas,Rea TurRee
